turn3Win%,turn11Win%
0.029585798816568046,0.6035502958579881
0.7141891891891892,0.602027027027027
0.4048275862068966,0.6
0.38066666666666665,0.6
0.66158940397351,0.5927152317880795
0.5483660130718955,0.5888888888888889
0.25804195804195806,0.5867132867132867
0.44014084507042256,0.5823943661971831
0.27466666666666667,0.58
0.4216783216783217,0.5783216783216784
0.6544871794871795,0.5775641025641025
0.5796296296296296,0.575925925925926
0.49642857142857144,0.575
0.3425,0.575
0.5761627906976744,0.5744186046511628
0.4939189189189189,0.572972972972973
0.5472727272727272,0.5715151515151515
0.09324324324324325,0.5648648648648649
0.34625850340136055,0.5625850340136055
0.8605442176870748,0.5619047619047619
0.25957446808510637,0.5602836879432624
0.2389937106918239,0.5578616352201258
0.4260869565217391,0.5509316770186335
0.6590277777777778,0.5506944444444445
0.10457516339869281,0.5496732026143791
0.5184931506849315,0.5458904109589041
0.6756756756756757,0.5452702702702703
0.33311258278145695,0.5450331125827814
0.6709459459459459,0.5398648648648648
0.02,0.5393333333333333
0.6166666666666667,0.5353333333333333
0.5826666666666667,0.5306666666666666
0.602027027027027,0.5283783783783784
0.28523489932885904,0.5281879194630873
0.44805194805194803,0.5227272727272727
0.04217687074829932,0.5197278911564626
0.46099290780141844,0.5148936170212766
0.5406896551724137,0.5144827586206897
0.6398692810457516,0.5111111111111111
0.1980263157894737,0.5105263157894737
0.36193548387096774,0.5025806451612903
0.5802919708029197,0.5021897810218978
0.47096774193548385,0.5012903225806452
0.23694267515923567,0.4961783439490446
0.46506849315068494,0.49383561643835616
0.28551724137931034,0.49379310344827587
0.49337748344370863,0.48874172185430464
0.4900662251655629,0.4867549668874172
0.9333333333333333,0.4866666666666667
0.18095238095238095,0.482312925170068
0.47375,0.481875
0.8782312925170068,0.48095238095238096
0.62,0.4785185185185185
0.2867549668874172,0.47218543046357614
0.42905405405405406,0.47094594594594597
0.5878205128205128,0.4685897435897436
0.2719745222929936,0.46687898089171975
0.3692857142857143,0.46285714285714286
0.07939393939393939,0.4618181818181818
0.5198630136986301,0.4602739726027397
0.09014084507042254,0.45985915492957746
0.46089743589743587,0.45576923076923076
0,0.4522875816993464
0.17181208053691274,0.4469798657718121
0.043333333333333335,0.44666666666666666
0.3159235668789809,0.4439490445859873
0.6598639455782312,0.4435374149659864
0.7527027027027027,0.4391891891891892
0.4066225165562914,0.4390728476821192
0.2549019607843137,0.43790849673202614
0.5691780821917808,0.43767123287671234
0.09419354838709677,0.4296774193548387
0.049664429530201344,0.42818791946308726
0.8157534246575342,0.4226027397260274
0.4527027027027027,0.4209459459459459
0.022556390977443608,0.4180451127819549
0.3087837837837838,0.41621621621621624
0.5155844155844156,0.4155844155844156
0.1337748344370861,0.4112582781456954
0.3965034965034965,0.406993006993007
0.7509677419354839,0.4064516129032258
0.8451807228915663,0.4030120481927711
0.7013888888888888,0.4027777777777778
